,image_id,image_name,true_labels,true_boxes,predicted_labels,predicted_boxes
10,10,"[65, 65, 65, 65, 65, 65, 65, 65]","[0, 0, 0, 0, 0, 0, 0, 0]","[[25.0, 342.0, 244.0, 482.0], [306.0, 230.0, 371.0, 350.0], [239.0, 156.0, 369.0, 270.0], [159.0, 206.0, 242.0, 341.0], [24.0, 64.0, 236.0, 209.0], [227.0, 63.0, 374.0, 154.0], [244.0, 299.0, 373.0, 482.0], [25.0, 187.0, 157.0, 339.0]]","[1, 5]","[[29.317527770996094, 324.25860595703125, 243.0244598388672, 475.74407958984375], [23.32487678527832, 51.93376922607422, 375.0, 63.66128158569336]]"
11,11,"[71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71]","[1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5]","[[130.0, 117.0, 180.0, 217.0], [181.0, 35.0, 233.0, 98.0], [180.0, 96.0, 232.0, 116.0], [286.0, 198.0, 336.0, 242.0], [284.0, 149.0, 336.0, 174.0], [232.0, 36.0, 285.0, 64.0], [286.0, 288.0, 337.0, 317.0], [285.0, 259.0, 338.0, 287.0], [284.0, 318.0, 335.0, 362.0], [281.0, 361.0, 337.0, 388.0], [232.0, 286.0, 285.0, 310.0], [235.0, 164.0, 285.0, 186.0], [233.0, 186.0, 284.0, 210.0], [231.0, 211.0, 283.0, 237.0], [231.0, 341.0, 285.0, 362.0], [29.0, 43.0, 75.0, 80.0]]","[6, 6, 6, 1, 5, 6, 5, 6, 5, 6, 6, 6, 6, 6, 6, 1, 5, 6]","[[284.4361572265625, 199.02291870117188, 336.8196716308594, 240.76368713378906], [282.74859619140625, 284.4847412109375, 337.08685302734375, 316.97259521484375], [232.47286987304688, 36.425716400146484, 283.7189636230469, 171.7426300048828], [128.24185180664062, 116.18765258789062, 180.60304260253906, 215.32435607910156], [26.566089630126953, 39.236114501953125, 77.35175323486328, 86.6448745727539], [282.8077392578125, 318.5618896484375, 336.69940185546875, 372.3106994628906], [178.99436950683594, 337.88958740234375, 231.8562469482422, 346.9972839355469], [285.2999572753906, 253.40457153320312, 337.17547607421875, 286.710693359375], [180.2556610107422, 36.53571319580078, 233.57139587402344, 51.558135986328125], [283.82965087890625, 169.49826049804688, 336.89642333984375, 199.26983642578125], [232.1563262939453, 183.16925048828125, 283.6694030761719, 215.46730041503906], [230.56529235839844, 209.80702209472656, 284.1097412109375, 235.82119750976562], [285.0927429199219, 243.25198364257812, 336.7817687988281, 309.3577575683594], [232.5111083984375, 162.83572387695312, 283.81353759765625, 184.8792266845703], [232.68460083007812, 342.813720703125, 283.2447509765625, 422.2590026855469], [25.4982852935791, 276.2978515625, 78.21202850341797, 381.6007995605469], [180.92848205566406, 253.5681610107422, 231.77407836914062, 261.4073486328125], [180.14329528808594, 32.268287658691406, 233.0772705078125, 105.44639587402344]]"
12,12,"[78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78]","[0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[[64.0, 20.0, 163.0, 113.0], [15.0, 19.0, 65.0, 88.0], [13.0, 251.0, 63.0, 302.0], [64.0, 135.0, 164.0, 176.0], [163.0, 22.0, 212.0, 54.0], [213.0, 100.0, 261.0, 133.0], [262.0, 19.0, 311.0, 53.0], [312.0, 20.0, 362.0, 54.0], [64.0, 291.0, 113.0, 323.0], [160.0, 298.0, 210.0, 328.0], [61.0, 414.0, 110.0, 433.0], [112.0, 403.0, 161.0, 433.0], [161.0, 419.0, 212.0, 435.0], [261.0, 145.0, 310.0, 169.0], [311.0, 141.0, 362.0, 176.0]]","[5, 5, 5, 5, 5, 5, 6, 6, 6, 5, 5, 6, 6, 5, 5, 6, 6, 5]","[[212.0591583251953, 99.850341796875, 262.0704040527344, 131.7335205078125], [13.538497924804688, 19.91731071472168, 64.39813995361328, 86.82984161376953], [261.8571472167969, 21.384355545043945, 313.00946044921875, 51.34762191772461], [161.809326171875, 21.86880874633789, 213.6400604248047, 51.67193603515625], [63.64000701904297, 133.526611328125, 161.98049926757812, 173.64480590820312], [62.585052490234375, 290.4542236328125, 112.369384765625, 321.3386535644531], [12.939437866210938, 361.19818115234375, 61.86241149902344, 469.8221130371094], [212.96295166015625, 278.7227783203125, 359.0286865234375, 473.1524963378906], [310.7305908203125, 138.8910675048828, 360.7443542480469, 218.25437927246094], [311.8914794921875, 20.499481201171875, 362.6012268066406, 52.58665466308594], [13.875541687011719, 251.45889282226562, 64.21198272705078, 298.8992919921875], [262.9063415527344, 237.81100463867188, 362.3704833984375, 282.5812072753906], [311.8742980957031, 104.77708435058594, 361.0018615722656, 141.0777130126953], [63.958106994628906, 20.632305145263672, 165.14364624023438, 34.996673583984375], [262.4849853515625, 144.6655731201172, 310.56036376953125, 168.90414428710938], [312.0718688964844, 19.36590576171875, 361.0194091796875, 107.74105072021484], [261.70770263671875, 217.78164672851562, 362.54443359375, 240.9865264892578], [262.7620849609375, 217.9886016845703, 361.78765869140625, 240.05908203125]]"
13,13,"[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83]","[0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6]","[[230.0, 21.0, 274.0, 124.0], [141.0, 359.0, 187.0, 448.0], [141.0, 360.0, 186.0, 449.0], [53.0, 356.0, 97.0, 444.0], [52.0, 354.0, 97.0, 443.0], [229.0, 20.0, 275.0, 124.0], [52.0, 21.0, 97.0, 135.0], [53.0, 20.0, 97.0, 130.0], [7.0, 20.0, 53.0, 66.0], [97.0, 21.0, 142.0, 65.0], [141.0, 20.0, 186.0, 56.0], [185.0, 20.0, 231.0, 64.0], [274.0, 19.0, 318.0, 64.0], [317.0, 21.0, 363.0, 63.0], [6.0, 188.0, 52.0, 201.0], [52.0, 176.0, 96.0, 188.0], [97.0, 138.0, 140.0, 150.0], [142.0, 160.0, 185.0, 175.0], [185.0, 154.0, 229.0, 167.0], [229.0, 153.0, 274.0, 168.0], [276.0, 175.0, 318.0, 187.0], [318.0, 194.0, 363.0, 209.0], [52.0, 271.0, 97.0, 287.0], [97.0, 289.0, 140.0, 302.0], [142.0, 262.0, 185.0, 276.0], [185.0, 226.0, 230.0, 238.0], [230.0, 261.0, 275.0, 276.0], [319.0, 257.0, 365.0, 270.0], [54.0, 356.0, 95.0, 369.0], [98.0, 362.0, 143.0, 374.0], [141.0, 361.0, 186.0, 373.0], [7.0, 364.0, 52.0, 455.0], [7.0, 454.0, 52.0, 477.0], [233.0, 346.0, 365.0, 476.0]]","[5, 5, 5, 5, 6, 5, 5, 6, 5]","[[97.19290924072266, 20.018442153930664, 141.2877655029297, 64.40107727050781], [185.18917846679688, 20.16581153869629, 230.56544494628906, 63.886775970458984], [273.2457580566406, 20.6068172454834, 318.9591979980469, 63.180355072021484], [141.12974548339844, 20.46289825439453, 185.68377685546875, 55.907447814941406], [7.260658264160156, 363.3263854980469, 53.19248962402344, 454.2008056640625], [318.95947265625, 19.78249740600586, 364.2372131347656, 61.7432746887207], [7.53849983215332, 20.156160354614258, 53.31098937988281, 64.1606674194336], [231.54127502441406, 342.22552490234375, 366.6977844238281, 478.062255859375], [185.5301971435547, 154.6378173828125, 230.6675567626953, 166.94532775878906]]"
14,14,"[93, 93, 93, 93, 93, 93, 93]","[3, 6, 6, 6, 6, 6, 6]","[[15.0, 28.0, 345.0, 109.0], [15.0, 224.0, 111.0, 445.0], [15.0, 447.0, 114.0, 473.0], [111.0, 329.0, 160.0, 414.0], [111.0, 415.0, 159.0, 473.0], [206.0, 135.0, 349.0, 293.0], [205.0, 294.0, 350.0, 473.0]]","[6, 6, 6, 6, 6, 3, 5, 6, 5, 5]","[[207.51333618164062, 292.2489929199219, 348.6324157714844, 472.20513916015625], [14.918028831481934, 215.07345581054688, 109.73892974853516, 444.8597412109375], [112.31658935546875, 413.4669189453125, 158.06166076660156, 472.01654052734375], [111.06002044677734, 324.4527282714844, 159.00538635253906, 413.3552551269531], [204.9816131591797, 132.20249938964844, 349.1559753417969, 292.4484558105469], [12.905841827392578, 24.98241424560547, 364.54962158203125, 114.47064971923828], [11.724808692932129, 113.24335479736328, 359.1479187011719, 131.27354431152344], [19.649534225463867, 111.30120086669922, 336.2035217285156, 130.91018676757812], [110.51066589355469, 328.6309814453125, 158.9219512939453, 410.69580078125], [189.36221313476562, 126.74268341064453, 344.3103332519531, 292.82391357421875]]"
15,15,"[95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95]","[1, 0, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6]","[[156.0, 157.0, 358.0, 289.0], [55.0, 25.0, 105.0, 180.0], [157.0, 289.0, 205.0, 329.0], [157.0, 417.0, 207.0, 435.0], [204.0, 326.0, 256.0, 364.0], [257.0, 342.0, 307.0, 379.0], [305.0, 287.0, 358.0, 311.0], [3.0, 330.0, 108.0, 482.0], [155.0, 26.0, 357.0, 156.0], [154.0, 156.0, 359.0, 286.0], [308.0, 348.0, 356.0, 437.0], [209.0, 435.0, 356.0, 485.0]]","[5, 5, 5, 6, 6, 6, 2, 6, 3, 5, 2, 4, 1, 5, 5]","[[156.16384887695312, 289.2668762207031, 206.47549438476562, 326.1850891113281], [256.47381591796875, 341.1368408203125, 306.79052734375, 378.86187744140625], [206.6285858154297, 323.2198791503906, 256.54156494140625, 362.2041015625], [307.3258361816406, 346.6321105957031, 355.9603576660156, 434.4539794921875], [206.81736755371094, 435.5708312988281, 355.1112365722656, 483.421875], [6.348205089569092, 327.576171875, 110.0157470703125, 486.337646484375], [157.14944458007812, 155.6331329345703, 352.30316162109375, 286.9435729980469], [156.4062042236328, 25.076818466186523, 353.5977478027344, 157.4462127685547], [153.74676513671875, 26.680395126342773, 360.9040222167969, 159.57791137695312], [6.173059463500977, 331.81805419921875, 105.37692260742188, 444.8883361816406], [154.3081817626953, 17.146198272705078, 349.9604797363281, 164.73959350585938], [159.60716247558594, 149.24839782714844, 352.0062255859375, 298.8963317871094], [153.45260620117188, 26.527326583862305, 358.4581298828125, 159.8661346435547], [258.2235412597656, 323.2384338378906, 306.1575927734375, 338.4588317871094], [155.90101623535156, 26.74580192565918, 349.18267822265625, 156.01898193359375]]"
16,16,"[98, 98, 98, 98, 98, 98, 98]","[1, 3, 3, 6, 6, 6, 6]","[[137.0, 346.0, 180.0, 482.0], [91.0, 302.0, 136.0, 435.0], [48.0, 51.0, 360.0, 147.0], [4.0, 234.0, 48.0, 300.0], [3.0, 302.0, 92.0, 479.0], [226.0, 220.0, 360.0, 483.0], [90.0, 433.0, 136.0, 481.0]]","[6, 6, 6, 5, 6, 3, 1, 1]","[[3.983199119567871, 234.02310180664062, 46.92984390258789, 301.14007568359375], [223.7409210205078, 215.0594940185547, 363.2810974121094, 479.1234130859375], [92.3665542602539, 433.1382751464844, 136.68666076660156, 479.9082336425781], [4.048929214477539, 51.74520492553711, 47.80656051635742, 109.60498809814453], [3.0541114807128906, 303.063720703125, 90.5715560913086, 474.79986572265625], [35.85658645629883, 53.44226837158203, 361.8050537109375, 146.72061157226562], [136.12066650390625, 325.9828186035156, 223.99349975585938, 477.4474182128906], [11.684989929199219, 19.819684982299805, 350.2679138183594, 51.81649398803711]]"
17,17,"[102, 102, 102, 102, 102, 102, 102, 102]","[0, 6, 6, 5, 5, 5, 5, 6]","[[74.0, 28.0, 219.0, 191.0], [169.0, 249.0, 362.0, 488.0], [217.0, 32.0, 365.0, 243.0], [21.0, 29.0, 73.0, 82.0], [73.0, 189.0, 121.0, 204.0], [169.0, 191.0, 219.0, 202.0], [22.0, 391.0, 70.0, 410.0], [117.0, 455.0, 168.0, 481.0]]","[5, 5, 5, 6, 2, 1, 2, 1, 2, 4, 3]","[[25.293415069580078, 27.388235092163086, 74.48848724365234, 80.15281677246094], [19.996835708618164, 392.3787841796875, 71.7282485961914, 410.80181884765625], [71.46056365966797, 319.5293884277344, 168.43069458007812, 338.338134765625], [169.80166625976562, 244.03318786621094, 355.5688781738281, 490.8558349609375], [168.6492156982422, 248.26817321777344, 351.6045227050781, 484.06097412109375], [135.2482452392578, 18.818273544311523, 363.1584167480469, 257.4664001464844], [212.21392822265625, 17.918176651000977, 356.36846923828125, 257.8304138183594], [167.43865966796875, 228.86471557617188, 358.78009033203125, 489.2373352050781], [91.75514221191406, 7.9161481857299805, 368.7366027832031, 260.108154296875], [167.98936462402344, 215.44036865234375, 354.02001953125, 492.5610656738281], [158.0207061767578, 222.6116180419922, 362.0919189453125, 485.1094970703125]]"
18,18,"[103, 103, 103, 103, 103, 103, 103, 103, 103, 103, 103, 103, 103, 103, 103, 103, 103, 103, 103, 103, 103, 103, 103]","[0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[[103.0, 31.0, 204.0, 127.0], [3.0, 19.0, 354.0, 33.0], [5.0, 30.0, 54.0, 71.0], [52.0, 105.0, 102.0, 150.0], [4.0, 181.0, 52.0, 213.0], [204.0, 210.0, 254.0, 251.0], [201.0, 30.0, 253.0, 73.0], [254.0, 30.0, 355.0, 72.0], [52.0, 285.0, 102.0, 317.0], [2.0, 308.0, 53.0, 330.0], [153.0, 275.0, 204.0, 314.0], [305.0, 221.0, 355.0, 262.0], [253.0, 221.0, 304.0, 242.0], [102.0, 125.0, 202.0, 139.0], [3.0, 403.0, 52.0, 424.0], [51.0, 387.0, 104.0, 407.0], [253.0, 310.0, 305.0, 334.0], [304.0, 333.0, 354.0, 353.0], [202.0, 352.0, 256.0, 374.0], [153.0, 430.0, 202.0, 447.0], [254.0, 385.0, 304.0, 407.0], [206.0, 426.0, 254.0, 438.0], [253.0, 430.0, 305.0, 441.0]]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[[2.6762685775756836, 28.91541862487793, 53.001312255859375, 71.34773254394531], [202.15383911132812, 30.870649337768555, 252.56344604492188, 70.27714538574219], [152.97767639160156, 272.8620300292969, 203.4791259765625, 314.58941650390625], [202.9556884765625, 210.53684997558594, 254.1522216796875, 255.18748474121094], [252.82382202148438, 30.3767147064209, 354.87652587890625, 71.62491607666016], [52.894554138183594, 105.6483383178711, 103.04814910888672, 148.70074462890625], [3.5161683559417725, 180.2660675048828, 53.14695739746094, 212.4621124267578], [0.0, 18.917875289916992, 356.8118896484375, 29.793773651123047], [304.0296630859375, 219.1011199951172, 355.76239013671875, 260.9200134277344], [102.49955749511719, 126.76744842529297, 204.8509063720703, 140.01943969726562]]"
19,19,"[105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105, 105]","[1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[[136.0, 67.0, 247.0, 306.0], [27.0, 68.0, 81.0, 103.0], [81.0, 67.0, 137.0, 102.0], [247.0, 68.0, 300.0, 103.0], [301.0, 67.0, 356.0, 105.0], [301.0, 230.0, 355.0, 258.0], [84.0, 286.0, 136.0, 322.0], [139.0, 307.0, 193.0, 334.0], [249.0, 445.0, 303.0, 462.0], [247.0, 336.0, 303.0, 349.0], [192.0, 376.0, 248.0, 391.0], [84.0, 423.0, 140.0, 436.0], [194.0, 448.0, 251.0, 463.0]]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[[81.9586181640625, 287.5605163574219, 138.0576934814453, 323.551025390625], [25.045166015625, 65.95930480957031, 81.82198333740234, 101.60777282714844], [246.05242919921875, 66.06720733642578, 300.6369934082031, 101.93751525878906], [80.6296157836914, 66.55540466308594, 136.512939453125, 100.66881561279297], [301.2407531738281, 66.2253646850586, 355.8824768066406, 102.07833862304688], [136.18040466308594, 306.3824768066406, 192.57666015625, 330.5718078613281], [300.2364501953125, 230.71163940429688, 360.09765625, 257.5611572265625], [133.20181274414062, 66.49915313720703, 248.69589233398438, 83.0558853149414], [194.93182373046875, 448.7915954589844, 248.39471435546875, 462.23724365234375], [193.6175079345703, 377.47979736328125, 248.2381591796875, 389.5008850097656], [85.0775146484375, 423.0227355957031, 139.53048706054688, 434.5992126464844], [246.54734802246094, 335.8096008300781, 304.0213928222656, 347.6198425292969], [248.71250915527344, 405.23956298828125, 304.7820129394531, 416.1689758300781], [251.54783630371094, 445.5151062011719, 305.45733642578125, 458.25927734375]]"
20,20,"[107, 107, 107, 107, 107, 107, 107, 107, 107, 107, 107]","[1, 4, 1, 5, 5, 5, 5, 5, 5, 5, 5]","[[165.0, 16.0, 217.0, 53.0], [218.0, 19.0, 369.0, 220.0], [167.0, 19.0, 218.0, 54.0], [113.0, 19.0, 167.0, 47.0], [218.0, 222.0, 320.0, 251.0], [65.0, 274.0, 116.0, 289.0], [14.0, 125.0, 65.0, 137.0], [64.0, 86.0, 116.0, 95.0], [65.0, 210.0, 116.0, 218.0], [15.0, 453.0, 65.0, 463.0], [116.0, 447.0, 168.0, 456.0]]","[5, 5, 5, 5, 4, 5, 2, 1, 1]","[[115.70199584960938, 18.785009384155273, 167.13539123535156, 49.451881408691406], [218.927978515625, 219.25885009765625, 321.1890563964844, 249.33935546875], [14.2124662399292, 126.12432861328125, 65.97205352783203, 137.27618408203125], [66.3218002319336, 275.5500183105469, 117.28226470947266, 287.3110046386719], [219.98385620117188, 10.635863304138184, 370.6026611328125, 229.51632690429688], [319.0962219238281, 219.83358764648438, 370.67333984375, 229.62106323242188], [207.8595428466797, 0.0, 361.1709899902344, 202.79684448242188], [165.3323974609375, 20.75385093688965, 220.27098083496094, 132.0406036376953], [167.59976196289062, 22.743101119995117, 218.4415740966797, 59.05607986450195]]"
21,21,"[108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108]","[0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[[144.0, 96.0, 277.0, 227.0], [14.0, 62.0, 274.0, 164.0], [276.0, 63.0, 320.0, 134.0], [321.0, 62.0, 366.0, 134.0], [58.0, 211.0, 100.0, 228.0], [102.0, 211.0, 142.0, 258.0], [54.0, 305.0, 100.0, 320.0], [56.0, 357.0, 100.0, 371.0], [100.0, 312.0, 144.0, 328.0], [99.0, 366.0, 144.0, 377.0], [145.0, 227.0, 189.0, 269.0], [188.0, 227.0, 231.0, 270.0], [232.0, 226.0, 276.0, 271.0], [144.0, 360.0, 189.0, 404.0], [189.0, 360.0, 233.0, 404.0], [232.0, 361.0, 278.0, 405.0]]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 6]","[[276.3359069824219, 62.62207794189453, 319.6295166015625, 131.1180877685547], [320.1408996582031, 63.75877380371094, 365.1986083984375, 130.06016540527344], [187.46360778808594, 225.92263793945312, 232.77120971679688, 270.76165771484375], [188.14048767089844, 359.417724609375, 233.19207763671875, 403.8582458496094], [99.9253921508789, 211.70706176757812, 144.25120544433594, 256.1054992675781], [232.0702667236328, 226.37684631347656, 277.1876525878906, 269.9810791015625], [143.31455993652344, 225.65037536621094, 188.16067504882812, 268.79510498046875], [143.59132385253906, 359.7984619140625, 188.47447204589844, 404.240234375], [233.1137237548828, 358.5461120605469, 278.007080078125, 403.8414611816406], [4.751174449920654, 61.23970031738281, 286.04547119140625, 95.45339965820312], [0.0, 18.90990447998047, 361.0662841796875, 50.788414001464844], [16.676204681396484, 71.45653533935547, 264.35736083984375, 172.6276092529297], [11.94487476348877, 375.3082580566406, 54.83882522583008, 491.814208984375]]"
22,22,"[111, 111, 111, 111, 111, 111, 111, 111, 111, 111, 111, 111, 111, 111, 111, 111, 111, 111]","[0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6]","[[102.0, 398.0, 145.0, 463.0], [101.0, 374.0, 147.0, 484.0], [11.0, 35.0, 54.0, 74.0], [11.0, 125.0, 55.0, 137.0], [9.0, 180.0, 54.0, 192.0], [57.0, 131.0, 100.0, 144.0], [56.0, 183.0, 101.0, 196.0], [102.0, 317.0, 144.0, 334.0], [57.0, 35.0, 100.0, 49.0], [101.0, 35.0, 145.0, 73.0], [147.0, 24.0, 188.0, 69.0], [190.0, 24.0, 234.0, 62.0], [234.0, 24.0, 277.0, 71.0], [13.0, 259.0, 54.0, 370.0], [14.0, 372.0, 56.0, 484.0], [191.0, 246.0, 369.0, 486.0], [278.0, 25.0, 367.0, 244.0], [234.0, 223.0, 278.0, 245.0]]","[5, 5, 5, 5, 5, 6, 6, 6, 6]","[[145.34817504882812, 23.515520095825195, 189.44003295898438, 68.11812591552734], [11.259899139404297, 35.230655670166016, 56.51496124267578, 71.508544921875], [101.23202514648438, 34.625858306884766, 145.19578552246094, 72.43414306640625], [189.6607208251953, 23.145902633666992, 233.79246520996094, 60.77885818481445], [233.3917694091797, 23.290546417236328, 279.07342529296875, 68.20397186279297], [190.85572814941406, 244.80445861816406, 367.7780456542969, 485.0709533691406], [11.861997604370117, 263.77813720703125, 54.43211364746094, 370.23089599609375], [278.6048889160156, 20.50273895263672, 365.9465026855469, 242.15341186523438], [11.486310005187988, 369.1686706542969, 55.58867263793945, 482.2838439941406]]"
23,23,"[133, 133, 133, 133, 133, 133, 133, 133, 133, 133, 133, 133, 133, 133]","[1, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5]","[[177.0, 162.0, 231.0, 189.0], [14.0, 30.0, 177.0, 175.0], [178.0, 32.0, 283.0, 121.0], [284.0, 30.0, 340.0, 123.0], [285.0, 337.0, 341.0, 480.0], [230.0, 363.0, 286.0, 417.0], [174.0, 421.0, 280.0, 482.0], [229.0, 209.0, 285.0, 242.0], [12.0, 180.0, 68.0, 213.0], [120.0, 247.0, 176.0, 265.0], [66.0, 329.0, 122.0, 349.0], [176.0, 303.0, 228.0, 316.0], [175.0, 354.0, 229.0, 372.0], [287.0, 166.0, 341.0, 178.0]]","[5, 5, 6, 5, 6, 6, 5, 5, 6, 5, 6, 6, 6, 5, 6]","[[13.015230178833008, 178.88987731933594, 66.8536148071289, 214.07595825195312], [122.07427978515625, 247.60580444335938, 176.39077758789062, 264.6497802734375], [283.5619812011719, 335.4063415527344, 343.715576171875, 479.4548645019531], [66.23216247558594, 330.12567138671875, 120.7002182006836, 348.05255126953125], [286.46588134765625, 31.634204864501953, 342.0988464355469, 123.28539276123047], [177.11727905273438, 416.097412109375, 282.3827209472656, 479.9403381347656], [175.9008331298828, 354.4770812988281, 228.6112518310547, 370.8594055175781], [120.49360656738281, 442.58740234375, 173.96095275878906, 454.5407409667969], [14.632108688354492, 25.944644927978516, 176.82211303710938, 177.5294952392578], [176.6210174560547, 304.37078857421875, 228.08544921875, 315.1515808105469], [175.57339477539062, 32.474586486816406, 286.56787109375, 125.62601470947266], [230.27537536621094, 364.03765869140625, 284.9308776855469, 413.8275146484375], [231.13377380371094, 211.18414306640625, 286.64471435546875, 241.28955078125], [284.5106201171875, 165.85792541503906, 342.326416015625, 176.6709747314453], [230.16537475585938, 187.12155151367188, 286.13824462890625, 212.84567260742188]]"
24,24,"[141, 141, 141, 141, 141, 141, 141, 141]","[0, 0, 1, 5, 5, 5, 5, 5]","[[197.0, 357.0, 219.0, 393.0], [146.0, 329.0, 170.0, 364.0], [119.0, 74.0, 324.0, 258.0], [30.0, 77.0, 108.0, 97.0], [23.0, 357.0, 115.0, 375.0], [119.0, 264.0, 218.0, 284.0], [224.0, 260.0, 272.0, 279.0], [277.0, 260.0, 369.0, 282.0]]","[5, 5, 5, 5, 5, 5, 5, 1, 1, 5, 5, 5]","[[17.349504470825195, 73.91162872314453, 116.4792251586914, 98.93667602539062], [118.90486907958984, 260.1694641113281, 221.78335571289062, 284.7575378417969], [18.738277435302734, 353.7595520019531, 118.97581481933594, 378.6353759765625], [273.625, 259.36785888671875, 370.623046875, 284.1370849609375], [67.27178192138672, 297.4242248535156, 118.06964111328125, 306.1481628417969], [14.892477989196777, 225.52197265625, 67.1993179321289, 233.79925537109375], [65.90300750732422, 226.098876953125, 118.01966857910156, 234.18348693847656], [94.67536926269531, 49.09551239013672, 312.0378112792969, 260.3758239746094], [11.449305534362793, 29.888357162475586, 374.5938415527344, 67.6019058227539], [121.10208892822266, 431.9167175292969, 169.3231964111328, 439.4955749511719], [171.14915466308594, 431.5754699707031, 221.12110900878906, 439.2381896972656], [17.85036277770996, 32.509429931640625, 370.1022033691406, 67.31600189208984]]"
25,25,"[143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143]","[0, 5, 5, 5, 5, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6]","[[162.0, 16.0, 214.0, 133.0], [7.0, 14.0, 59.0, 68.0], [268.0, 15.0, 320.0, 30.0], [215.0, 14.0, 267.0, 29.0], [161.0, 123.0, 215.0, 142.0], [110.0, 15.0, 160.0, 33.0], [321.0, 18.0, 372.0, 79.0], [111.0, 146.0, 161.0, 160.0], [266.0, 115.0, 320.0, 229.0], [266.0, 227.0, 373.0, 264.0], [217.0, 129.0, 266.0, 194.0], [214.0, 196.0, 267.0, 350.0], [160.0, 221.0, 214.0, 245.0], [161.0, 244.0, 212.0, 349.0], [111.0, 262.0, 161.0, 350.0], [110.0, 349.0, 267.0, 486.0], [57.0, 346.0, 110.0, 487.0], [6.0, 371.0, 55.0, 485.0]]","[6, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 1, 2, 3, 4, 5]","[[214.90240478515625, 190.8466339111328, 265.8816223144531, 346.9363098144531], [3.9864397048950195, 12.258304595947266, 57.956295013427734, 65.83428192138672], [319.54156494140625, 15.65015697479248, 371.5551452636719, 78.22947692871094], [263.5389404296875, 227.1673126220703, 373.1050109863281, 264.7904357910156], [213.10321044921875, 14.12457275390625, 268.20758056640625, 31.712047576904297], [6.398029327392578, 369.25457763671875, 57.67981719970703, 483.4269104003906], [268.5167541503906, 112.14998626708984, 319.6951904296875, 225.42877197265625], [215.29574584960938, 127.03472137451172, 266.7842102050781, 192.05262756347656], [109.16419982910156, 347.2633056640625, 266.8695373535156, 483.99627685546875], [58.706241607666016, 342.5580139160156, 108.67952728271484, 487.147705078125], [111.59473419189453, 261.0902404785156, 161.96104431152344, 349.63409423828125], [162.78173828125, 243.92726135253906, 213.0078582763672, 349.41851806640625], [266.82843017578125, 294.2110900878906, 373.92437744140625, 439.8251953125], [268.182373046875, 293.28887939453125, 375.0, 443.45849609375], [267.7445373535156, 297.0829772949219, 373.4599304199219, 434.78839111328125], [267.6559143066406, 293.6517333984375, 374.806640625, 437.5277099609375], [111.29244232177734, 262.1162414550781, 162.90005493164062, 346.8710021972656]]"
